stasiun_id,net,kode_stasiun,lintang,bujur,elevasi,lokasi,provinsi,provinsi_id,upt_penanggung_jawab,upt_id,status,tahun_instalasi,jaringan,jaringan_id,prioritas,keterangan,accelerometer,digitizer_komunikasi,tipe_shelter,lokasi_shelter,penjaga_shelter,kondisi_shelter,assets_shelter,access_shelter,photo_shelter,penggantian_terakhir_alat,updated_at,quality_percentage,result,site_quality,summary_kualitas,persentase_kualitas
1,"IA","AAFM","-8.2734000","124.7230000",830,"Station Type MR, Alor Selatan, Alor, NTT","Nusa Tenggara Timur",1,"Stageof-Alor",1,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:02.000Z",83.92,"Cukup Baik","Very Good","Cukup Baik","83.9%"
2,"IA","AAI","-3.6871580","128.1943130",100,"Station Ambon, Indonesia","Maluku",2,"Stageof-Ambon",2,"aktif",2005,"LIBRA",2,"P1",,"installed","Guralp-Minimus-2021-VSAT-M2M","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:03.000Z",50.12,"Buruk","Fair","Buruk","50.1%"
3,"IA","AAII","-3.6871580","128.1943310",100,"Station Ambon China","Maluku",2,"Stageof-Ambon",2,"aktif",2006,"China",3,"P2",,"not_installed","Nanometrics-Centaur-2024-GSM","surface","inside_BMKG_office","tidak_ada","baik","",,,,"2026-07-06T04:00:04.000Z",98.7,"Baik","Fair","Baik","98.7%"
4,"IA","ABJI","-7.7957000","114.2342000",144.36,"Station Asem Bagus, Java","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2023-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:04.000Z",99.31,"Baik","Fair","Baik","99.3%"
5,"IA","ABSM","-3.4254000","102.2629500",380,"Type MR, Argamakmur,Bengkulu Utara,Bengkulu","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",84.58,"Cukup Baik","Fair","Cukup Baik","84.6%"
6,"IA","ACBM","-7.0297540","107.6828330",766,"Type MR,Ayu Ciparay,Bandung,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2022,,,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",82.1,"Cukup Baik","Fair","Cukup Baik","82.1%"
7,"IA","ACJM","-6.8032300","108.6151240",646,"Type MR, Astanajapura,Cirebon,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",1,"Buruk","Poor","Buruk","1.0%"
8,"IA","ALKI","-8.1445000","124.5903000",720,"Station Alor, Indonesia (BMKG)","Nusa Tenggara Timur",1,"Stageof-Alor",1,"aktif",2012,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2017-GSM","bunker","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:05.000Z",78.11,"Cukup Baik","Good","Cukup Baik","78.1%"
9,"IA","ALTI","-8.2906900","125.1251700",13,"Station Type A, Alor Timur,Alor,Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Alor",1,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",95.64,"Baik","Fair","Baik","95.6%"
10,"IA","AMPM","-1.2674000","132.4910000",517,"Station Type MR, Aifat, Maybrat, Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2020,"MR2020",1,"P1",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",39.18,"Buruk","Good","Buruk","39.2%"
11,"IA","ANAPI","-1.3230000","133.9120000",2013,"Anggi, Pegunungan Arfak, Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",99.13,"Baik","Good","Baik","99.1%"
12,"IA","APSI","-0.9108000","121.6487000",143.5,"Station Ampana, Sulawesi","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2007,"LIBRA",2,"P1",,"installed","Guralp-Minimus-2021-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",89.73,"Cukup Baik","Very Good","Cukup Baik","89.7%"
13,"IA","APSSI","-3.9320000","102.4650000",226,"Air Periukan, Seluma, Bengkulu","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",99.67,"Baik","Good","Baik","99.7%"
14,"IA","ARKPI","-2.7830000","140.5920000",75,"Arso 4, Keerom, Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",92.09,"Baik","Good","Baik","92.1%"
15,"IA","ARMI","-5.7749000","134.2189000",73,"Station Type A, Aru,Kepulauan Aru,Maluku","Maluku",2,"Stageof-Maluku-Tenggara-Barat",9,"aktif",2019,"INA Type-A",5,"P1",,"installed","Guralp-Minimus+2024-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",43.4,"Buruk","Poor","Buruk","43.4%"
16,"IA","ARPI","-2.8996100","140.7476500",38,"Station Type A, Arso ,Keerom,Papua","Papua Barat",6,"Stageof-Jayapura",8,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",90.63,"Baik","Poor","Baik","90.6%"
17,"IA","ARSKI","-6.8584300","115.2861900",43,"Arjasa, Sumenep, Jawa Timur","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",50.35,"Buruk","Very Good","Buruk","50.4%"
18,"IA","ASTTI","-10.0680000","124.2990000",180,"Amanuban Selatan, Timor Tengah Selatan, Nusa Tenggara","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",99.38,"Baik","Very Good","Baik","99.4%"
19,"IA","ATKTI","-9.4250000","124.0900000",168,"Amfoang Timur, Kupang, Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",96.14,"Baik","Very Good","Baik","96.1%"
20,"IA","ATNI","-9.0835000","124.8644000",404.62,"Station Atambua, BMG, Indonesia","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2012,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",98.93,"Baik","Good","Baik","98.9%"
21,"IA","BAJI","-7.0905700","112.7085300",76,"Station Type B Bangkalan,Jawa Timur,Jawa Timur","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2019,"INA Type-B",7,"P1",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",89,"Cukup Baik","Good","Cukup Baik","89.0%"
22,"IA","BAKI","-1.1914500","136.1070200",89,"Station Biak, Indonesia","Papua",8,"Stageof-Nabire",11,"aktif",2006,"REIS",8,"P1",,"not_installed","Kinemetrics-Q330S+2025-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",1,"Buruk","-","Buruk","1.0%"
23,"IA","BAPJI","-7.9120000","111.3050000",244,"Badegan, Ponorogo, Jawa Timur","Jawa Timur",3,"Stageof-Nganjuk",12,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",98.86,"Baik","Very Good","Baik","98.9%"
24,"IA","BASAI","2.3070000","97.4070000",15,"Pulau Banyak Barat, Aceh Singkil, Aceh","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2023,"ALOPTAMA 2023",9,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",0,"Mati","Fair","Mati","0.0%"
25,"IA","BASI","-10.2189000","120.5777000",80.84,"Station Baing, Sumba, Indonesia (BMKG)","Nusa Tenggara Timur",1,"Stageof-Sumba-Timur",14,"aktif",2008,"LIBRA",2,"P1",,"installed","Guralp-Minimus+2024-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:05.000Z",0,"Mati","Very Good","Mati","0.0%"
26,"IA","BATI","-10.2065000","123.6633000",356.11,"Station Kupang, Timor","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2006,"CTBTO",10,"P1","","not_installed","Nanometrics-Centaur-2026-GSM-CTBTO","bunker","outside_BMKG_office","tidak_ada","baik","","","",,"2026-07-06T04:00:05.000Z",98.57,"Baik","Good","Baik","98.6%"
27,"IA","BATPI","-2.5427000","133.4455000",17,"Babo, Teluk Bintuni, Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",1,"Buruk","Fair","Buruk","1.0%"
28,"IA","BBBCM","-5.5771417","120.4480000",150,"Station Type MR, Sulawesi Bonto Bahari, Selatan","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2019-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",89.37,"Cukup Baik","Good","Cukup Baik","89.4%"
29,"IA","BBCI","1.1580270","121.4362320",8,"Station Type A,Biau,Buol,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",59,"Buruk","Fair","Buruk","59.0%"
30,"IA","BBCM","-5.0392000","120.0580000",546,"Type MR, Bontocani,Bone,Sulawesi Selatan","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",99.66,"Baik","Good","Baik","99.7%"
31,"IA","BBJI","-7.4626030","107.6500000",615,"BMG-Net, Indonesia (IA-Net)","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2016,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",99.82,"Baik","Very Good","Baik","99.8%"
32,"IA","BBJM","-7.3260000","111.8099000",175,"Type MR, Bubulan,Bojonegoro,Jawa Timur","Jawa Timur",3,"Stageof-Nganjuk",12,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",90.79,"Baik","Good","Baik","90.8%"
33,"IA","BBLSI","-1.6375390","123.5216800",142,"Type A, Banggai Tengah, Banggai Laut, Sulawesi","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2022,"ALOPTAMA 2022",12,"P1",,"installed","Nanometrics-Centaur-2022-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",99.6,"Baik","Good","Baik","99.6%"
34,"IA","BBSI","-5.4885000","122.5600000",95,"Station Bau Bau, Buton","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2006,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2015-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:06.000Z",99.91,"Baik","Good","Baik","99.9%"
35,"IA","BDBI","-8.5200000","115.2088000",186,"Badung, Bali, Indonesia","Bali",12,"Stageof-Denpasar",17,"aktif",2021,"BB2021",13,"P1",,"installed","Guralp-Minimus-2021-GSM","posthole","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",89.46,"Cukup Baik","Fair","Cukup Baik","89.5%"
36,"IA","BDCM","-0.8726360","119.5867570",18,"Type MR, Banawa Selatan ,Donggala,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",95.15,"Baik","Good","Baik","95.2%"
37,"IA","BDMUI","1.3220000","126.3620000",12,"Pulau Batang Dua, Ternate, Maluku Utara","Maluku Utara",13,"Stageof-Ternate",18,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",83.22,"Cukup Baik","Fair","Cukup Baik","83.2%"
38,"IA","BESI","4.7199330","96.8654600",1372,"Station Type A, Bukit,Bener Meriah,Aceh","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",1,"Buruk","Fair","Buruk","1.0%"
39,"IA","BESM","4.1516150","96.3253440",646,"Type MR, Beutong,Nagan Raya,Aceh","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",91.93,"Baik","Fair","Baik","91.9%"
40,"IA","BGASI","3.9830000","97.3150000",1078,"Blang Kejeren, Gayo Lues, Aceh","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",92.82,"Baik","Fair","Baik","92.8%"
41,"IA","BGCI","-0.8816000","123.3911000",11,"Station Type A, Balantak,Banggai,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",89.76,"Cukup Baik","Fair","Cukup Baik","89.8%"
42,"IA","BGCM","-0.0496440","119.8800750",18,"Type MR, Balaesang,Donggala,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",82.4,"Cukup Baik","Poor","Cukup Baik","82.4%"
43,"IA","BHCM","-2.7965000","122.1259000",11,"Type MR, Bahodopi,Morowali,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",90.23,"Baik","Fair","Baik","90.2%"
44,"IA","BKASI","-0.2020000","100.3180000",853,"Gaw Bukit Koto, Agam, Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:06.000Z",0,"Mati","Fair","Mati","0.0%"
45,"IA","BKB","-1.1073000","116.9048000",110,"GEOFON Station Balikpapan, Kalimantan, Indonesia","Kalimantan Timur",15,"Stageof-Balikpapan",21,"aktif",2008,"GFZ",11,"P1",,"installed","Kinemetrics-Q330S+-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:06.000Z",89.34,"Cukup Baik","Fair","Cukup Baik","89.3%"
46,"IA","BKJI","-7.3633000","108.5322000",84,"Station Type B Banjar,Kota Banjar,Jawa Barat","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2020-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",0,"Mati","Poor","Mati","0.0%"
47,"IA","BKNI","0.3262000","101.0396000",65,"GEOFON Station Bangkinang, Sumatra, Indonesia","Riau",16,"Stageof-Padang-Panjang",20,"aktif",2008,"GFZ",11,"P2",,"not_installed","Kinemetrics-Q330-2016-GSM","bunker","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",96.48,"Baik","Fair","Baik","96.5%"
48,"IA","BKSI","-5.3219000","120.1224000",606,"Station Bulukumba, Sulawesi","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",99.59,"Baik","Good","Baik","99.6%"
49,"IA","BLCM","-0.1229340","119.6870710",11,"Type MR, Balaesang Tanjung ,Donggala,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",93.52,"Baik","Good","Baik","93.5%"
50,"IA","BLJI","-7.7450000","113.5950000",80.85,"Station Banyuglugur, Java","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",99.35,"Baik","Good","Baik","99.3%"
51,"IA","BLSM","-3.1402180","102.8072000",67,"Type MR, Batukuning Lakitan Ulu,Musi Rawas,Sumatera Selatan","Sumatera Selatan",17,"Stageof-Tangerang",22,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",84.67,"Cukup Baik","Fair","Cukup Baik","84.7%"
52,"IA","BMBNG","-6.6634700","110.8839000",1029,"Station Type B Ternadi, Dawe, Kudus, Jawa","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2022,,,"P1",,"installed","Kinemetrics-Q330S+2022-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",98.64,"Baik","Very Good","Baik","98.6%"
53,"IA","BMSI","-2.0664100","102.3154400",135,"Station Type B Bangko,Merangin,Jambi","Jambi",19,"Stageof-Kepahiang",4,"aktif",2019,"INA Type-B",7,"P1",,"installed","Kinemetrics-Q330S+2019-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",41.04,"Buruk","Fair","Buruk","41.0%"
54,"IA","BNDI","-4.5224000","129.9045000",16,"GEOFON Station Bandaneira, Indonesia","Maluku",2,"Stageof-Ambon",2,"aktif",2008,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330-2008-Idirect","bunker","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:07.000Z",59,"Buruk","Good","Buruk","59.0%"
55,"IA","BNSI","-4.4006000","120.1065000",261,"Station Bone, Sulawesi","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2007,"LIBRA",2,"P1",,"installed","Guralp-Minimus-2021-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",1,"Buruk","Good","Buruk","1.0%"
56,"IA","BNTI","-8.7881000","120.9768000",1186,"Station Type A, Bajawa,Ngada,Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Sumba-Timur",14,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",90.28,"Baik","Good","Baik","90.3%"
57,"IA","BOJI","-7.5681500","110.6893600",196,"Station Type B Sawit,Boyolali,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",91.64,"Baik","Good","Baik","91.6%"
58,"IA","BOSM","-4.8591830","104.0207360",640,"Type MR, Banding Agung,Oku Selatan,Sumatera Selatan","Sumatera Selatan",17,"Stageof-Lampung-Utara",24,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Libra","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",97.56,"Baik","Fair","Baik","97.6%"
59,"IA","BPMJM","-6.9505233","113.4922383",270.5,"Station Type MR, Batumarmar, Pamekasan, Jawa Timur","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",96.18,"Baik","Good","Baik","96.2%"
60,"IA","BPSM","-1.1924000","100.5899800",110,"Type MR, Bayang,Pesisir Selatan,Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-Libra","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",99.5,"Baik","Very Good","Baik","99.5%"
61,"IA","BSI","5.4964000","95.2961000",192,"Station Banda Aceh, Indonesia","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2005,"REIS",8,"P2",,"installed","Meisei-G1019-2018-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:07.000Z",40.5,"Buruk","Fair","Buruk","40.5%"
62,"IA","BSMI","-3.1076220","130.4938100",45,"Station Bula, Maluku, Indonesia (BMKG)","Maluku",2,"Stageof-Ambon",2,"aktif",2017,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",50.33,"Buruk","Fair","Buruk","50.3%"
63,"IA","BSSI","-6.1428000","120.4904000",114.3,"Station Benteng, P.Selayar, Indonesia (BMKG)","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2008,"LIBRA",2,"P2",,"installed","GuralpMinimus+2022-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",98.42,"Baik","Very Good","Baik","98.4%"
64,"IA","BTCM","-2.4768000","121.9241000",21,"Type MR, Bungku Tengah,Morowali,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",1,"Buruk","Fair","Buruk","1.0%"
65,"IA","BTJI","-7.1972000","109.1641000",942,"Station Type B Bumi Jawa,Tegal,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",69.63,"Cukup Baik","Fair","Cukup Baik","69.6%"
66,"IA","BTSPI","-2.3779000","139.7042000",32,"Bonggo Timur, Sarmi, Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",95.16,"Baik","Very Good","Baik","95.2%"
67,"IA","BUBSI","-0.8550000","122.2070000",39,"Bunta, Banggai, Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",97.52,"Baik","Fair","Baik","97.5%"
68,"IA","BUJI","-7.7560300","109.4613300",57,"Station Type B Buayan,Kebumen,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",92.17,"Baik","Good","Baik","92.2%"
69,"IA","BUKI","1.2520000","118.7090000",13,"Berau, Kalimantan Timur, Indonesia","Kalimantan Timur",15,"Stageof-Balikpapan",21,"aktif",2021,"BB2021",13,"P1",,"installed","GuralpMinimus+2021-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",0,"Mati","Good","Mati","0.0%"
70,"IA","BUMSI","-1.9778070","121.3346290",121,"Station Type A, Bungku Utara, Morowali, Sulawesi","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2022,"ALOPTAMA 2022",12,"P1",,"installed","Nanometrics-Centaur-2022-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",92.91,"Baik","Very Good","Baik","92.9%"
71,"IA","BUSI","5.2445125","96.2430380",6,"Station Type A, Bandar Baru,Pidie Jaya,Aceh","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:08.000Z",92.87,"Baik","Poor","Baik","92.9%"
72,"IA","BWJI","-5.8511000","112.6578000",57.56,"Station Bawean, BMG","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2006,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2023-VSAT-M2M","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:08.000Z",78.18,"Cukup Baik","Poor","Cukup Baik","78.2%"
73,"IA","BYJI","-8.2140000","114.3557000",99.5,"Station Banyu Wangi, Java","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2007,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2023-VSAT-M2M","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:08.000Z",87.07,"Cukup Baik","Fair","Cukup Baik","87.1%"
